id,name,lat_new,long_new,located in,the_geom,cartodb_id,chgis_id,altname_wylie,name_ch,name_py,town_ch,town_py,town_syl,gbcnty,cnty_ch,cnty_py,gbdist,dist_py,prov_py,orig_file,lat_old,long_old,gbtown_from_lex,gis_id_from_lex,name_wylie_from_lex,gbtown_from_tbrc,gis_id_from_tbrc,wylie_name_from_karl,normalized_wylie_name_tbrc,county,tbrc_county_g_,tbrc_county_notes,tbrc_site_g_,tbrc_site_notes,alternative_wylie_name,tbrc_phonetic,phonetic,primary_chinese_cha,alternative_chinese_cha,pinyin_name,founding,sect,gonpa_per_1000_sq_km,gonpa_per_ecumen,conv_date_1,conv_sect_1,conv_date_2,conv_sect_2,notes,problems
G4883,byang chub chos 'khor gling /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2486,rgyal ston bde steng dgon/,,,se ra smad grwa tshang /; Serame Dratsang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G1KR772,格沟衮,28.7,100.58334,mu li rdzong /; 木里县; Muli county,0101000020E6100000B79C4B71552559403433333333B33C40,1166.0,772.0,,,Gagou Gun,麦日乡,Mairi xiang,Mai Ri Xiang,513422.0,木里藏族自治县,Mulizangzu Autonomous County,5134.0,Liangshan Zizhizhou,Sichuan,Muli_Lex_20120621,28.7,100.58334,513422223.0,17.0,,513422223.0,17.0,,,Muli,G1712,mu li rdzong,G1KR772,,,,,格沟衮,,Gagou Gun,na,Geluk,3.704526932,3.705,,,,,,
G4447,sa dkar bsam 'grub gling /,,,'dan khog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G1KR682,nag gur dgon/; 纳呷寺,29.98333,100.21667,li thang rdzong /; 理塘县; Litang county,0101000020E61000008E01D9EBDD0D5940F92CCF83BBFB3D40,2717.0,682.0,,,na ga si,曲登乡,Qudeng xiang,Qu Deng Xiang,513334.0,理塘县,Litang Xian,5133.0,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,29.98333,100.21667,513334210.0,271.0,nag guar dagon,513334210.0,271.0,nag guar dagon,nag gur dgon,Litang,G2304,li thang rdzong,G1KR682,,,,na,纳呷寺,,na ga si,na,sa skya/,25.9285668,25.929,,,,,"This Xiang not in my 1990 census GIS, but Xian Diminglu gives lat/long values for this Xiang.",
G1GS145759,was shul rdo khog dgon pa/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G1KR2473,西卜沙寺; dpyi sa sgrub sde/,35.03,101.7,rtse khog rdzong /; 泽库县,0101000020E6100000CDCCCCCCCC6C5940A4703D0AD7834140,863.0,2473.0,,西卜沙寺,xipusha si,西卜沙乡,Xibusha xiang,Xi Bu Sha Xiang,632323.0,泽库县,Zeku Xian,6323.0,Huangnan Zizhizhou,Qinghai,Qinghai_Lex_20120621,35.03,101.7,632323206.0,476.0,dpyi sa sgrub sde dge byed gling,632323206.0,623.0,dpyi sa sgrub sde dge byed gling,dpyi sa sgrub sde dge byed gling,na,G2341,rtse khog rdzong,G1KR2473,,,,,西卜沙寺,,xipusha si,1936,g,3.706517912,3.707,,,,,,
G1KR2381,dga' sde dgon pa/; 嘎日德寺,37.67986,100.51862,chu len rdzong /; 祁连县,0101000020E61000004CC3F01131215940E4ED08A705D74240,807.0,2381.0,,尕日德寺,garide si,默勒乡,Mole xiang,Mo Le Xiang,632222.0,祁连县,Qilian Xian,6322.0,Haibei Diqu,Qinghai,Qinghai_Lex_20120621,37.67986,100.51862,632222201.0,395.0,dga' sde dgon pa,632222201.0,544.0,dga' sde dgon pa,dga' sde dgon pa,na,G2314,chu len rdzong,G1KR2381,,,,,嘎日德寺,,garide si,1891,g,1.943521272,1.944,,,,,,
G3684,stag bzang dgon/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G1679,腰色寺; g.yag ze dgon/,31.93333,99.21667,sde dge rdzong /; 德格县; Derge County,0101000020E61000008E01D9EBDDCD58402D6002B7EEEE3F40,2702.0,525.0,,,la jia si,马尼干戈乡,Manigange xiang,Ma Ni Gan Ge Xiang,513330.0,德格县,Dege Xian,5133.0,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,31.93333,99.21667,513330212.0,174.0,lha rgyal dgon,513330212.0,174.0,lha rgyal dgon/,,Derge,G1539,sde dge rdzong,G1679,,,,na,拉加寺,,la jia si,1767,sa skya/,5.503880236,5.504,,,,,,
G1607,安安寺; sgre bo rnga rkang dgon/,30.78333,100.16666,nyag rong rdzong /; 新龙县; Nyakrong county,0101000020E61000004963B48EAA0A5940C6F99B5088C83E40,280.0,476.0,,,na ka si,博美乡,Bomei xiang,Bo Mei Xiang,513329.0,新龙县,Xinlong Xian,5133.0,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,30.78333,100.16666,513329207.0,186.0,la kha dgon,513329207.0,186.0,la kha dgon/,,Xinlong,G1246,nyag rong rdzong,G1607,,,,na,纳卡寺,,na ka si,na,bon po/,65.6845266,65.685,,,,,,
G3685,lhas mtsho dgon/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G1KR2430,sgrub gnas bkra shis chos rdzong /; 奴合仪寺,35.44507,101.95,同仁县; Rebkong County; reb gong rdzong /,0101000020E6100000CCCCCCCCCC7C59402137C30DF8B84140,840.0,2430.0,,奴合仪寺,nu heyi si,曲库乎乡,Qukuhu xiang,Qu Ku Hu Xiang,632321.0,同仁县,Tongren Xian,6323.0,Huangnan Zizhizhou,Qinghai,Qinghai_Lex_20120621,35.44507,101.95,632321206.0,245.0,sgrub gnas bkra shis chos rdzong,632321206.0,589.0,sgrub gnas bkra shis chos rdzong,sgrub gnas bkra shis chos rdzong,na,G984,reb gong rdzong,G1KR2430,,,,,奴合仪寺,,nu heyi si,1750,g,32.35722375,32.357,,,,,,
G1KR2864,gla chab dgon pa/; 拉洽寺,32.0246,96.00107,nang chen rdzong /; 囊谦县; Nangchen County,0101000020E61000006DC0E78711005840A5BDC11726034040,94.0,2864.0,,拉洽寺,laqia si,吉尼赛乡,Jinisai xiang,Ji Ni Sai Xiang,632725.0,囊谦县,Nangqian Xian,6327.0,Yushu Zizhizhou,Qinghai,Yu_gonpa_Lex_20120622,32.0246,96.00107,632725208.0,149.0,gla chab dgon pa,632725208.0,149.0,gla chab dgon pa,gla chab dgon pa,na,G1467,nang chen rdzong,G1KR2864,,,,,拉洽寺,,laqia si,1720,Barom,10.07845691,10.078,,,,,,
G1KR638,约若寺; yag 'u dgon/,32.26667,100.35,gser thar rdzong /; 色达县; Serta county,0101000020E610000066666666661659408369183E22224040,2570.0,637.0,,,dong ga si,色柯镇,Seke zhen,Se Ke Zhen,513333.0,色达县,Seda Xian,5133.0,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,32.26667,100.35,513333100.0,451.0,duang dakr dagon,513333100.0,451.0,duang dakr dagon,,Seta,G2302,gser thar rdzong,G1KR638,,dung dkar dgon (gser rta rdzong),,na,东嘎寺,色达东嘎寺,dong ga si,1686,rnying ma/,4.764476066,4.764,,,,,,
G1KR2438,瓜什则寺; mgar rtse gya sar bshad grwa/,35.5,102.2,同仁县; Rebkong County; reb gong rdzong /,0101000020E6100000CDCCCCCCCC8C59400000000000C04140,845.0,2438.0,,爪什则寺,gua shize si,瓜什则乡,Guashenze xiang,Gua Shen Ze Xiang,632321.0,同仁县,Tongren Xian,6323.0,Huangnan Zizhizhou,Qinghai,Qinghai_Lex_20120621,35.5,102.2,632321210.0,640.0,mgar rtse gya sar bshad grwa thub bstan chos 'khor,632321210.0,584.0,mgar rtse gya sar bshad grwa thub bstan chos 'khor,mgar rtse gya sar bshad grwa thub bstan chos 'khor,na,G984,reb gong rdzong,G1KR2438,G4649 ？该寺本与今同仁县曲库乎瓜什则寺同属一寺,,,,瓜什则寺,,gua shize si,na,g,11.63963684,11.64,,,,,,
G1742,红科寺; dpon skor dgon/,32.81,99.68,dpon skor stod ma zhang /,0101000020E6100000EC51B81E85EB584048E17A14AE674040,2014.0,2656.0,,红科寺,hongke si,下红科乡,Xiahongke xiang,Xia Hong Ke Xiang,632624.0,达日县,Dari Xian,6326.0,Golog Zizhizhou,Qinghai,Qinghai_Lex_20120621,32.81,99.68,632624202.0,436.0,dpon skor dgon pa,632624202.0,500.0,dpon skor dgon pa,,na,G1752,dar lag rdzong,G1742,,,,,红科寺,,hongke si,1920,n,4.598123965,4.598,,,,,,
G2599,竹节寺; sgrub brgyud dgon/,33.41491,97.29716,称多县; khri 'du rdzong /,0101000020E61000007A6B60AB04535840456458C51BB54040,462.0,2771.0,,竹节寺,zhujie si,珍秦乡,Zhenqin xiang,Zhen Qin Xiang,632723.0,称多县,Chengduo Xian,6327.0,Yushu Zizhizhou,Qinghai,Yu_gonpa_Lex_20120622,33.41491,97.29716,632723202.0,65.0,sgrub brgyud dgon pa,632723202.0,65.0,sgrub brgyud dgon pa,,na,G2325,khri 'du rdzong,G2599,,,,,竹节寺,,zhujie si,1652,Drigung,2.89253509,2.893,,,,,,
G2487,sbug mdo dgon/,,,se ra smad grwa tshang /; Serame Dratsang; lho brag rdzong /; 洛扎县; Lhodrag county,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2221,rong byang chub gling dgon/,,,rtsa mda' rdzong /; 札达县; Tsada County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G00AG01698,theg mchog gling /; 天觉林寺,29.03333,89.43333,rgyal rtse rdzong /; 江孜县; Gyangtse county,0101000020E61000000B98C0ADBB5B5640C6F99B5088083D40,1696.0,1535.0,,,Tekchokling,,Dazi xiang,,542323.0,江孜县,Jiangzi Xian,5423.0,Xigazi Diqu,Xizang,Tsanggonpa_Lex_20120622,29.03333,89.43333,542323203.0,542323111.0,theg mchog gling,542323203.0,542323111.0,theg mchog gling,,Gyangtse,G2175,rgyal rtse rdzong,G00AG01698,,,,Tekchokling,天觉林寺,,na,1550,Kagyu,9.681,9.68,1650,Nyingma,x,x,TBRC states 5th,
G2723,当洒寺; stag gsar dgon/,32.14013,96.58702,nang chen rdzong /; 囊谦县; Nangchen County,0101000020E6100000448655BC912558401F98A3C7EF114040,2855.0,2877.0,,当洒寺,dangsa si,香达未批镇,Xiangdaweipi zhen,Xiang Da Wei Pi Zhen,632725.0,囊谦县,Nangqian Xian,6327.0,Yushu Zizhizhou,Qinghai,Yu_gonpa_Lex_20120622,32.14013,96.58702,632725350.0,118.0,stag gsar dgon pa,632725350.0,118.0,stag gsar dgon pa,,na,G1467,nang chen rdzong,G2723,,,,,当洒寺,,dangsa si,1621,Sakya,7.032942302,7.033,,,,,,
G4626,chos sde dgon/; 曲德寺,28.39154,90.8533,lho brag rdzong /; 洛扎县; Lhodrag county,0101000020E6100000506B9A779CB65640691327F73B643C40,1687.0,1470.0,,,Chode,洛扎镇,Luozha zhen,Luo Zha Zhen,542228.0,洛扎县,Luozha Xian,5422.0,Shannan Diqu,Xizang,U_gonpa_Lex_20120622,28.39154,90.8533,542228100.0,542228107.0,chos sde dgon G4626,542228100.0,542228107.0,chos sde dgon,,Lhodrag,G2134,lho brag rdzong,G4626,,,,Chode,曲德寺,洛扎县曲德寺,na,1050,Kagyu,3.209242619,3.209,x,x,x,x,,
G1645,sde dge sa skya dgon/; Derge Sakya Gon; 萨迦寺,32.23333,99.26667,sde dge rdzong /; 德格县; Derge County,0101000020E6100000C1340C1F11D158407D96E7C1DD1D4040,120.0,542.0,,,ren gu si,温拖乡,Wentuo xiang,Wen Tuo Xiang,513330.0,德格县,Dege Xian,5133.0,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,32.23333,99.26667,513330218.0,159.0,ri mgual dagon,513330218.0,159.0,ri mgual dagon,,Derge,G1539,sde dge rdzong,G1645,,rdza ri mguldgon,,na,仁古寺,,ren gu si,1475,bka' brgyud/,10.74575543,10.746,,,,,,
G1KR1234,曲瓦寺,30.61667,97.51667,brag g.yab rdzong /; 察雅县; Drakyap County,0101000020E6100000C2340C1F116158409F6CCA15DE9D3E40,1263.0,1234.0,,曲瓦寺,Quwa si,卡贡乡,Kagong xiang,Ka Gong Xiang,542126.0,察雅县,Chaya Xian,5421.0,Qamdo Diqu,Xizang,Kham_Lex_20120621,30.61667,97.51667,542126204.0,53.0,,542126204.0,53.0,na,,Chaya,G2183,brag g.yab rdzong,G1KR1234,,,,na,曲瓦寺,,Quwa si,na,Geluk,2.086811352,2.087,na,na,na,na,na,
G1KR66,spyi bha dgon/; 西巴寺,32.01536,103.26118,khro chu rdzong /; 黑水县,0101000020E6100000A297512CB7D0594052D50451F7014040,1505.0,66.0,,西巴寺,Xi ba si,木苏乡,Musu xiang,Mu Su Xiang,513228.0,黑水县,Heishui Xian,5132.0,Aba Zizhizhou,Sichuan,Aba_Lex_20120619,32.01536,103.26118,513228209.0,151.0,Spyi bha dgon (Shubham 'brug dgu gling),513228209.0,151.0,Spyi bha dgon (Shubham 'brug dgu gling),spyi bha dgon (shubham 'brug dgu gling),Khro chu rdzong,G2332,khro chu rdzong,G1KR66,,,,,西巴寺,,Xi ba si,1690,K,8.599931201,8.6,,,,,,
G2662,觉则改寺; cog tse dge dgon/,32.98012,95.61645,杂多县; rdza stod rdzong /,0101000020E6100000A067B3EA73E75740E8137992747D4040,2375.0,2738.0,,觉则改寺,jue zegai si,结扎乡,Jiezha xiang,Jie Zha Xiang,632722.0,杂多县,Zaduo Xian,6327.0,Yushu Zizhizhou,Qinghai,Yu_gonpa_Lex_20120622,32.98012,95.61645,632722200.0,92.0,cog tse dgon pa,632722200.0,92.0,cog tse dgon pa,,na,G2328,rdza stod rdzong,G2662,,cog tse dge dgon,,,觉则改寺,,jue zegai si,1882,Nyingma,2.896854595,2.897,,,,,,
G1KR2474,西卜沙俄合莽寺; dpyi sa'i sngags mang /,35.03,101.7,rtse khog rdzong /; 泽库县,0101000020E6100000CDCCCCCCCC6C5940A4703D0AD7834140,1946.0,2474.0,,西卜沙俄合莽寺,xipusha ehemang si,西卜沙乡,Xibusha xiang,Xi Bu Sha Xiang,632323.0,泽库县,Zeku Xian,6323.0,Huangnan Zizhizhou,Qinghai,Qinghai_Lex_20120621,35.03,101.7,632323206.0,513.0,dpyi sa'i sngags mang,632323206.0,624.0,dpyi sa'i sngags mang,dpyi sa'i sngags mang,na,G2341,rtse khog rdzong,G1KR2474,,,,,西卜沙俄合莽寺,,xipusha ehemang si,1950,n,3.706517912,3.707,,,,,,
G2848,chos srid dar rgyas gling /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G1KR762,仁江衮,27.96667,100.75,mu li rdzong /; 木里县; Muli county,0101000020E610000000000000003059403A0664AF77F73B40,1156.0,762.0,,,Renjiang Gun,屋脚蒙古族乡,Wujiaomengguzu xiang,Wu Jiao Meng Gu Zu Xiang,513422.0,木里藏族自治县,Mulizangzu Autonomous County,5134.0,Liangshan Zizhizhou,Sichuan,Muli_Lex_20120621,27.96667,100.75,513422207.0,6.0,,513422207.0,6.0,,,Muli,G1712,mu li rdzong,G1KR762,,,,,仁江衮,,Renjiang Gun,1714,Geluk,2.583378542,2.583,,,,,50 resident lamas,
G2715,尕藏寺; Tridu Kelzang Gon; khri 'du skal bzang dgon/,,,称多县; khri 'du rdzong /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2052,dwags pa dgon/,,,dwags pa shang (mal gro gung dkar rdzong),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G4013,mtsho phu dgon/,,,'ba' thang rdzong /; Batang county; 巴塘县,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G3251,khal kha 'bras spungs dgon/; Дашцэпиллин; Дашцэпиллин хийд; *bkra shis tshe 'phel gling /,45.33,104.0,khal kha/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G1KR1323,色登寺; bsam grub chos gling /,29.95,98.71667,smar khams rdzong /; 芒康县; Markham county,0101000020E61000000A98C0ADBB0B59403333333333F33D40,409.0,680.0,,,an jue zha cang,曲登乡,Qudeng xiang,Qu Deng Xiang,513334.0,理塘县,Litang Xian,5133.0,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,29.95,100.18333,513334210.0,281.0,lng bcu grw tshang,513334210.0,281.0,lng bcu grw tshang,lnga bcu grw tshang,Litang,G2304,li thang rdzong,G1KR1323,,,,na,安觉扎仓,安觉寺,an jue zha cang,na,dge lugs/,25.9285668,25.929,,,,,,
G4279,be ri lha brgya grwa tshang /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G1KR1364,长卡寺,30.93333,94.7,Palbar County; dpal 'bar rdzong /; 边坝县,0101000020E6100000CDCCCCCCCCAC57402D6002B7EEEE3E40,1343.0,1364.0,,长卡寺,Changka si,边坝镇,Bianba zhen,Bian Ba Zhen,542133.0,边坝县,Bianba Xian,5421.0,Qamdo Diqu,Xizang,Kham_Lex_20120621,30.93333,94.7,542133100.0,226.0,,542133100.0,226.0,na,,Bianba,G2189,dpal 'bar rdzong,G1KR1364,,,,na,长卡寺,,Changka si,na,Geluk,6.115085917,6.115,na,na,na,na,na,
G3383,shug lding dgon/,,,Biru county; 'bri ru rdzong /; 比如县,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G1953,yar stod dgon/,,,yar stod/; sne gdong rdzong /; Nedong County; 乃东县,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2547,加尼亥寺; rgya nyag dgon pa/,37.46317,100.1,rkang tsha rdzong /; 刚察县,0101000020E61000006666666666065940813E912749BB4240,814.0,2389.0,,加尼亥寺,jia nihai si,沙柳河乡,Shaliuhe xiang,Sha Liu He Xiang,632224.0,刚察县,Gangcha Xian,6322.0,Haibei Diqu,Qinghai,Qinghai_Lex_20120621,37.46317,100.1,632224200.0,452.0,rgya nyag dgon pa,632224200.0,551.0,rgya nyag dgon pa,,na,G2315,rkang tsha rdzong,G2547,,,,,加尼亥寺,,jia nihai si,1925,g,4.047190238,4.047,,,,,,
G1KR2011,旺藏寺; bang tshang dgon/,33.94839,103.62273,迭部县; the bo rdzong /,0101000020E61000003D0FEECEDAE759403DEDF0D764F94040,1089.0,2011.0,,,Wangzang Si,旺藏乡,Wangcang xiang,Wang Cang Xiang,623024.0,迭部县,Diebu Xian,6230.0,Gannan Zizhizhou,Gansu,Gannan_Lex_20120621,33.94839,103.62273,623024205.0,623024129.0,bang tshang dgon bkra shis phun tshogs gling,623024205.0,623024129.0,bang tshang dgon bkra shis phun tshogs gling,bang tshang dgon bkra shis phun tshogs gling,the bo,G2205,the bo rdzong,G1KR2011,,,,,旺藏寺,,Wangzang Si,1720,Gelug,3.449227373,3.449,,,,,,
G1KR2428,江龙尕萨尔寺; lcang lung sgar sar/,35.43691,102.01,同仁县; Rebkong County; reb gong rdzong /,0101000020E6100000713D0AD7A3805940CEA5B8AAECB74140,839.0,2428.0,,江龙尕萨尔寺,jianglongga sa'er si,曲库乎乡,Qukuhu xiang,Qu Ku Hu Xiang,632321.0,同仁县,Tongren Xian,6323.0,Huangnan Zizhizhou,Qinghai,Qinghai_Lex_20120621,35.43691,102.01,632321206.0,242.0,lcang lung sgar sar dga' ldan chos 'phel gling,632321206.0,590.0,lcang lung sgar sar dga' ldan chos 'phel gling,lcang lung sgar sar dga' ldan chos 'phel gling,na,G984,reb gong rdzong,G1KR2428,,,,,江龙尕萨尔寺,,jianglongga sa'er si,1747,g,32.35722375,32.357,,,,,,
G2716,东程寺; gdong spras dgon/,,,称多县; khri 'du rdzong /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2CN11059,kha mo dgon pa/,,,rgyal rtse rdzong /; 江孜县; Gyangtse county; khu le/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G1KR2367,王仓麻本教活动点; bon tshang ma'i bon sgar/,35.71219,102.32139,循化县; ya rdzi rdzong /,0101000020E6100000BBD05CA791945940E544BB0A29DB4140,57.0,2367.0,,王仓麻本教活动点,wang cangma benjiao huodong dian,尕楞藏族乡,Galengcangzu xiang,Ga Leng Cang Zu Xiang,632128.0,循化撒拉族自治县,Xunhua Salar Zizhixian,6321.0,Haidong Diqu,Qinghai,Qinghai_Lex_20120621,35.71219,102.32139,632128207.0,646.0,bon tshang ma'i bon sgar,632128207.0,643.0,bon tshang ma'i bon sgar,bon tshang ma'i bon sgar,na,G1PD96275,ya rdzi rdzong,G1KR2367,,,,,王仓麻本教活动点,,wang cangma benjiao huodong dian,na,b,28.53067047,28.531,,,,,,
G3611,达隆寺; stag lung dgon/,28.81215,90.44607,sna dkar rtse rdzong /; Nangkartse County; 浪卡子县; yar 'brog,0101000020E6100000836E2F698C9C56404772F90FE9CF3C40,2132.0,1503.0,,,Lho Taklung,打隆镇,Dalong zhen,Da Long Zhen,542233.0,浪卡子县,Langkazi Xian,5422.0,Shannan Diqu,Xizang,U_gonpa_Lex_20120622,28.81215,90.44607,542233101.0,542233102.0,stag lung dgon G3611,542233101.0,542233102.0,stag lung dgon,,Nakhartse,G2136,sna dkar rtse rdzong,G3611,,,,Lho Taklung,达隆寺,南达隆寺,na,700,non-sect,2.208066065,2.208,1350,Sakya,x,x,Imperial founding from Hazod per. Com.,
G1KR147,sa 'go dgon/; 桑古寺,31.77443,101.01162,'dzam thang rdzong /; 壤塘县,0101000020E6100000B0FECF61BE405940910A630B41C63F40,1862.0,147.0,,桑古寺,Sang gu si,宗科乡,Zongke xiang,Zong Ke Xiang,513230.0,壤塘县,Rangtang Xian,5132.0,Aba Zizhizhou,Sichuan,Aba_Lex_20120619,31.77443,101.01162,513230201.0,100.0,sa 'go dgon (dpal yul rnam rgyal gtsang rung rgyal ba'I yang dgon),513230201.0,100.0,sa 'go dgon (dpal yul rnam rgyal gtsang rung rgyal ba'I yang dgon),sa 'go dgon (dpal yul rnam rgyal gtsang rung rgyal ba'I yang dgon),Dzam thang rdzong,G2336,dzam thang rdzong,G1KR147,,,,,桑古寺,,Sang gu si,1267,N,12.19095918,12.191,,,,,,
G1KR1050,达龙寺,32.0,97.56667,Joda County; 'jo mda' rdzong /; 江达县,0101000020E6100000F5673F52446458400000000000004040,1640.0,1050.0,,娘龙寺,Nianglong si,生达乡,Shengda xiang,Sheng Da Xiang,542122.0,江达县,Jiangda Xian,5421.0,Qamdo Diqu,Xizang,Kham_Lex_20120621,32.0,97.56667,542122206.0,386.0,,542122206.0,381.0,na,,Jiangda,G2376,jo mda' rdzong,G1KR1050,,,,na,达龙寺,江达县达龙寺,Dalong si,na,Kagyu,6.578489115,6.578,na,na,na,na,na,
G4278,ko spyan ras gzigs/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2619,叶文寺; yid dbang dgon/,31.88523,96.14386,nang chen rdzong /; 囊谦县; Nangchen County,0101000020E6100000F7CC9200350958402670EB6E9EE23F40,1781.0,2848.0,,叶文寺,yewen si,吉曲乡,Jiqu xiang,Ji Qu Xiang,632725.0,囊谦县,Nangqian Xian,6327.0,Yushu Zizhizhou,Qinghai,Yu_gonpa_Lex_20120622,31.88523,96.14386,632725206.0,138.0,yul dbang dgon nam sgrub brgyud nges don chos gling,632725206.0,138.0,yul dbang dgon nam sgrub brgyud nges don chos gling,,na,G1467,nang chen rdzong,G2619,,yid dbang sgrub brgyud nges don chos gling,,,叶文寺,,yewen si,1835,Karma,17.35904909,17.359,,,,,,
G1PD96083,甘沟寺; kan dgu zi/,,,乐都县; gro tshang rdzong /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G1KR1322,朱巴寺,29.95,98.71667,smar khams rdzong /; 芒康县; Markham county,0101000020E61000000A98C0ADBB0B59403333333333F33D40,408.0,679.0,,,rao ji zha cang,曲登乡,Qudeng xiang,Qu Deng Xiang,513334.0,理塘县,Litang Xian,5133.0,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,29.95,100.18333,513334210.0,280.0,rab rgyas dagon,513334210.0,280.0,rab rgyas dagon,rab rgyas dgon,Litang,G2304,li thang rdzong,G1KR1322,,,,na,绕吉扎仓,绕吉寺,rao ji zha cang,1735,dge lugs/,25.9285668,25.929,,,,,Next to or same seat as Qudeng,
G1KR36,phu tum dgon/; 普登寺,31.70391,101.52984,chu chen rdzong /; 金川县,0101000020E6100000350708E6E8615940CE531D7233B43F40,1809.0,36.0,,普登寺,Pu deng si,俄热乡,Ere xiang,E Re Xiang,513226.0,金川县,Jinchuan Xian,5132.0,Aba Zizhizhou,Sichuan,Aba_Lex_20120619,31.70391,101.52984,513226210.0,91.0,Phu tum dgon,513226210.0,91.0,Phu tum dgon,phu tum dgon,Chu chen rdzong,G2335,chu chen rdzong,G1KR36,,,,,普登寺,,Pu deng si,1466,N,3.409594599,3.41,,,,,,
G4353,dmu dge dgon/; 毛尔盖寺,32.63323,103.10249,zung chu rdzong /; 松潘县,0101000020E6100000B18A37328FC659404C6C3EAE0D514040,521.0,18.0,,毛儿盖寺,Mao gai si,上八寨乡,Shangbazhai xiang,Shang Ba Zhai Xiang,513224.0,松潘县,Songpan Xian,5132.0,Aba Zizhizhou,Sichuan,Aba_Lex_20120619,32.63323,103.10249,513224220.0,247.0,Dmu dge dgon (Bkra shis 'khor lo'I bsam grub gling),513224220.0,247.0,Dmu dge dgon (Bkra shis 'khor lo'I bsam grub gling),,zung chu rdzong,G2333,zung chu rdzong,G4353,,dmu dge bkra shis 'khor lo'i dgon,,,毛尔盖寺,correct pinyin: Mao er gai si,Mao gai si,1397,G,2.099164533,2.099,,,,,,
G3791,lha sgang dgon/; 塔公寺,30.31667,101.56667,lha sgang ring mo/; 康定县; Dardo county; dar mdo rdzong /,0101000020E6100000F4673F5244645940D29FFD4811513E40,2659.0,273.0,,,ta gong si,塔公乡,Tagong xiang,Ta Gong Xiang,513321.0,康定县,Kangding Xian,5133.0,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,30.31667,101.56667,513321217.0,101.0,dpal lha sgang dgon,513321217.0,101.0,dpal lha sgang dgon/,,Kangding,G2308,dar mdo rdzong,G3791,,,,na,塔公寺,,ta gong si,641,sa skya/,5.2232959,7.189,,,,,,
G1580,gru re na ba dgon/; 值日纳瓦寺,30.88333,100.06667,nyag rong rdzong /; 新龙县; Nyakrong county,0101000020E6100000F5673F52440459405F9335EA21E23E40,2508.0,493.0,,,zhi ri na wa si,通宵乡,Tongxiao xiang,Tong Xiao Xiang,513329.0,新龙县,Xinlong Xian,5133.0,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,30.88333,100.06667,513329214.0,228.0,gru reng na ba dgon,513329214.0,228.0,gru reng na ba dgon/,,Xinlong,G1246,nyag rong rdzong,G1580,,,,na,值日纳瓦寺,值日寺/纳瓦寺,zhi ri na wa si,1350,rnying ma/,8.3044408,8.304,,,,,14th c. (14??).,
G3913,li thang dga' tshal gling /,,,li thang rdzong /; 理塘县; Litang county,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
