tol_id,tbrc_id,branch_of,primary_name,wylie_name,tibetan_name,chinese_name,name_variants,traditions,place_types,founded_date,founded_date_approximate,founded_date_alternate,founded_century,existed_by_century,lat,long,description,wikidata_id
971.0,G1TD4,,Gampo Zanglung,sgam po zangs lung,སྒམ་པོ་ཟངས་ལུང།,, ,Marpa Kagyu,Hermitage,,,,,,,,"<p>
	Gampo Zanglung is a retreat place in Dakpo. It was here that <a href=""/biographies/view/Gomchung-Sherab-Jangchub/TBRC_P1841"">Gomchung Sherab Jangchub</a> fell off a rock and died in the twelfth century.&nbsp;</p>
",
974.0,G37,,Tsādra Rinchen Drak,tsA 'dra rin chen brag,ཙཱ་འདྲ་རིན་ཆེན་བྲག།,, ,Marpa Kagyu,Hermitage,1867.0,,,,,31.658689,98.800306,"<p>
	Tsādra Rinchen Drak was the personal hermitage and retreat center of <a href=""/biographies/view/Jamgon-Kongtrul/TBRC_p264"">Jamgon Kongtrul</a>, located above <a href=""/geographies/view/Pelpung-Monastery/TBRC_G36"">Pelpung Monastery</a> in Kham. Kongtrul began to practice on the site in 1843, and formally opened it in 1857 with the assistence of <a href=""/biographies/view/Chokgyur-Lingpa/TBRC_P564"">Chokgyur Lingpa</a> and <a href=""/biographies/view/Jamyang-Khyentse-Wangpo/TBRC_p258"">Jamyang Khyentse Wangpo</a>. The first three-year retreat began there in 1861.</p>
",
976.0,G4935,,Dzamtang Gepel Hermitage,dge 'phel ri khrod,དགེ་འཕེལ་རི་ཁྲོད།,,Gepel Ritro ,Jonang,Hermitage,,,,19th,,,,"<p>
	Gepel Hermitage, near Dzamtang, Amdo, was developed by <a href=""/biographies/view/Bamda-Gelek/TBRC_P4799"">Bamda Gelek</a> in the nineteenth century.</p>
",
981.0,,,Tsongkhapa Lhakhang,tsong kha pa lha khang,ཙོང་ཁ་པ་ལྷ་ཁང།,, ,Geluk,Monastery,,,,,,27.8634,99.70396,"<p>
	The Tsongkhapa Lhakhang is a rebuilt chapel located within the <a href=""/geographies/view/Gyeltang/TBRC_G1519"">Gyeltang</a> monastic complex. It contains a large statue of <a href=""/biographies/view/Tsongkhapa/TBRC_P64"">Tsongkhapa</a>, as well as paintings of the monastery&#39;s protector deities.&nbsp;</p>
",
984.0,,,Tashi Chopel Dratsang,bkra shis chos 'phel grwa tshang,བཀྲ་ཤིས་ཆོས་འཕེལ་གྲྭ་ཚང་།,,Dashchoinpel; Tashi Chopel Dratsang; Ulzii khutgiin nomiig arwijuulagch ,Geluk,"Monastery, Monastic College",1756.0,,,,,47.922404,106.895889,"<p>
	Dashchoimbel Datsan was established by the <a href=""/biographies/view/Second-Jebtsundampa-Khutuktu/TBRC_P4614"">Second Jebtsundampa Khutuktu</a> and the Manzhir Khutagt in 1756 as the first philosophical college of Mongolia. During the time of the Fifth Jetsundampa, it was named and moved from Dolonnuur&nbsp;(Duolon, Inner Mongolia) to its present location in the capital of Khalkha Mongolia.&nbsp;As part of the <a href=""/geographies/view/Ikh-Khuree/TBRC_G2KR132"">Ikh Khuree</a> monastic city, the college followed a Gelukpa curriculum based on the writings of <a href=""/biographies/view/Jamyang-Zhepa/TBRC_P423"">Jamyang Zhepa</a>. Although destroyed in 1938 during the purges, the college was rebuilt on the original site in 1994 and continues to be an active site of Buddhist study.&nbsp;</p>
",
986.0,,,Nyangto Sertreng Monastery,myang stod ser phreng dgon,མྱང་སྟོད་སེར་ཕྲེང་དགོན།,, ,Marpa Kagyu,Monastery,,,,,,,,"<p>
	Sertreng Monastery in Nyangto was a Kagyu monastery. It was in existence by the early thirteenth century, as <a href=""/biographies/view/Zang-Samlingpa/TBRC_P4206"">Zang Samlingpa</a> spent time there practicing Mahāmudrā.</p>
",
991.0,,,Tsongkhapa Hall,,,, ,Geluk,Monastery,,,,,,28.93323,99.80075,"<p>
	The Tsongkhapa Hall within <a href=""/geographies/view/Chatreng-Sampel-Ling/TBRC_G3998"">Chatreng Sampel Ling</a> contains an impressive statue of Tsongkhapa.&nbsp;</p>
",
992.0,G1AG58,,Wenne Gurulung,dben gnas gu ru lung,དབེན་གནས་གུ་རུ་ལུང།,, ,Taklung Kagyu,Hermitage,,,,,,,,"<p>
	Wenne Gurulung was a hermitage associated with <a href=""/geographies/view/Riwoche-Monastery/TBRC_g70"">Riwoche Monastery</a> in Kham. It was in existence by the early twentieth century, when <a href=""/biographies/view/Gara-Lama-Sonam-Rabten/TBRC_P2CZ8003"">Gara Lama Sonam Rabten</a> spent time there.</p>
",
994.0,G1AG60,,Khacho Deden,mkha' spyod bde ldan,མཁའ་སྤྱོད་བདེ་ལྡན།,, ,"Jonang, Sakya",Hermitage,,,,,,,,"<p>
	Khacho Deden was a hermitage associated with <a href=""/geographies/view/Jonang-Monastery/TBRC_G201"">Jonang Monastery</a>, located about 2 hours walk from the famous Kumbum. <a href=""/biographies/view/Tukje-Tsondru/TBRC_P858"">Tukje Tsondru</a> practiced there and wrote several of his Kālacakra manuals. Dolpopa is said to have realized his zhentong views while at the Khacho Deden hermitage.</p>
",
995.0,G1AG61,,Kyipuk Deden,skyid phug bde ldan,སྐྱིད་ཕུག་བདེ་ལྡན།,, ,Jonang,Hermitage,,,,,,,,"<p>
	Kyipuk Deden was a hermitage in central Tibet. <a href=""http://treasuryoflives.org/biographies/view/Tukje-Tsondru/TBRC_P858"">Tukje Tsondru</a> practiced there before participating in the establishment of associated with <a href=""http://treasuryoflives.org/geographies/view/Jonang-Monastery/TBRC_G201"">Jonang Monastery</a>.</p>
",
1000.0,G2840,,Zurlung Pelchen Lhakhang,zur lung dpal chen lha khang,ཟུར་ལུང་དཔལ་ཆེན་ལྷ་ཁང་།,, ,Nyingma,Monastery,,,,11th,,29.16667,89.6,"<p>
	Zurlung Pelchen Lhakhang, located in the Gyantse region, was established by <a href=""/biographies/view/Zurchung-Sherab-/TBRC_P2890"">Zurchung Sherab </a>Drakpa in the eleventh century.</p>
",
1014.0,,,Katok Drakdong Ritro,kaH thog brag gdong ri khrod,ཀཿ་ཐོག་བྲག་གདོང་རི་ཁྲོད།,, ,Nyingma,"Hermitage, Monastery",,,,,,,,"<p>
	Katok Drakdong Ritro, a hermitage affliated with <a href=""/geographies/view/Katok-Monastery/TBRC_G17"">Katok Monastery</a>, was in existence by at least the 19th century when <a href=""/biographies/view/Tubten-Gyeltsen-Ozer/TBRC_P6048"">Tubten Gyeltsen Ozer</a> settled there.&nbsp;</p>
",
1015.0,,,Gyelrong Ritro,rgyal rong ri khrod,རྒྱལ་རོང་རི་ཁྲོད།,, ,Nyingma,Hermitage,,,,,,,,"<p>
	Gyelrong Ritro, a hermitage presumably in Gyelrong, was in existence by at least the eighteenth century when&nbsp;<a href=""/biographies/view/The-Second-Chakri-Nyidrak,-Pema-Tekchok-Tenpai-Gyeltsen/TBRC_P692"">The Second Chakri Nyidrak, Pema Tekchok Tenpai Gyeltsen</a>, visited during his tour of Kham.</p>
",
1020.0,G2482,,Tashi Choling Hermitage,bkra shis chos gling ri khrod,བཀྲ་ཤིས་ཆོས་གླིང་རི་ཁྲོད།,, ,Geluk,Monastery,,,,,,,,"<p>
	Tashi Choling is one of the many hermitages above <a href=""/geographies/view/Sera-Monastery/TBRC_G154"">Sera Monastery</a> outside of Lhasa, although formally, while associated with <a href=""/geographies/view/Sera-Me-College/TBRC_G237"">Sera Me College</a> and the <a href=""/geographies/view/Tantric-College/TBRC_g248"">Tantric College</a> at Sera, it is officially independent. It was devoped by Lazang Khan in the early eighteenth century as the winter residence for his tantric monks, and, more recently, was controlled by the <a href=""/biographies/view/Second-Pabongkha,-Dechen-Nyingpo/TBRC_p230"">Second Pabongkha, Dechen Nyingpo</a>.&nbsp;</p>
",
1021.0,G2479,,Chubzang Hermitage (Sera),chu bzang ri khrod,ཆུ་བཟང་རི་ཁྲོད།,, ,Geluk,Monastery,,,,17th,,29.72012,91.12324,"<p>
	Chubzang is one of the many hermitages above <a href=""/geographies/view/Sera-Monastery/TBRC_G154"">Sera Monastery</a> outside Lhasa. It was established by <a href=""/biographies/view/Trinle-Gyatso/TBRC_P3649"">Trinle Gyatso</a>, a student of the <a href=""/biographies/view/Fifth-Dalai-Lama/TBRC_p37"">Fifth Dalai Lama</a>, and is administered by the <a href=""/geographies/view/Sera-Me-College/TBRC_G237"">Sera Me College</a>.</p>
",
1024.0,G1PD129182,,Kumbum Printing Press,sku 'bum par khang,སྐུ་འབུམ་པར་ཁང།,,", sku 'bum byams pa gling par khang , ",Geluk,Monastery,,,,,,36.48923,101.56659,"<p>
	The Kumbum Monastery Printing Press was founded in the eighteenth century. The press has printed the works of Tsongkhapa, <a href=""/biographies/view/Gyeltsabje-Darma-Rinchen/TBRC_P65"">Gyeltsabje Darma Rinchen</a> and <a href=""/biographies/view/Kedrupje-Gelek-Pelzang/TBRC_P64"">Kedrupje Gelek Pelzang</a>, including many other scholars.&nbsp;</p>
<p>
	&nbsp;</p>
<p>
	&nbsp;</p>
",
1036.0,G1183,,Menkhar Pende Ling,sman mkhar phan bde gling,སྨན་མཁར་ཕན་བདེ་གླིང།,, ,Karma Kagyu,Monastery,,,,,,,,"<p>
	Menkhar Pende Ling was a monastic hospital in Jaryul, southern Tibet, most likly associated with the Karma Kagyu tradition. It was in existence by the late fifteenth century when <a href=""/biographies/view/Dorje-Palam/TBRC_P3018"">Dorje Palam</a> was born and studied there.</p>
",
1046.0,G3625,,Rongme Karmo Taktsang,rong me dkar mo stag tshang,རོང་མེ་དཀར་མོ་སྟག་ཚང་།,,", dkar mo stag tshang sgrub sde; 'chi med dkar mo stag tshang , ",Nyingma,Hermitage,,,,,,31.68915,99.00742,"<p>
	Rongme Karmo Taktsang is a treasure site of <a href=""/biographies/view/Chokgyur-Lingpa/TBRC_p564"">Chokgyur Lingpa</a> and <a href=""/biographies/view/Jamyang-Khyentse-Wangpo/TBRC_p258"">Jamyang Khyentse Wangpo</a> to the northeast of <a href=""/geographies/view/Dzongsar-Monastery/TBRC_g213"">Dzongsar Monastery</a>. <a href=""/biographies/view/Ju-Mipam-Gyatso/'ju mi pham rgya mtsho"">Ju Mipam Gyatso</a> spent thirteen years there in retreat. Monks from the <a href=""/geographies/view/Khamshe-College/TBRC_g4874"">Khamshe College</a> currently use the hermitage for five-year retreats. The site is associated with Padmasambhava.</p>
",
1049.0,,,Atsagat Datsan,dga' ldan dar rgyas gling,དགའ་ལྡན་དར་རྒྱས་གླིང།,,"Ganden Dargyeling Ацагaтский дацaн; Асагадай дасан; Гандан Даржалинг, Ацагaтский дацaн; Асагадай дасан; Гандан Даржалинг, ",Geluk,Monastery,1925.0,,,,,52.011598,108.286138,"<p>
	Atsagat Datsan, a Geluk monastery located in the Buryat Repubic of Russia, was founded in 1824 or 1825. At one time, Atsagat had a medical college, library and printery, and a gathering hall. It was visited by Tsar Nicholas II in 1891. Atsagat was destroyed in 1936 and replaced by an orphanage. In 1991, Atsagat was visited by the Fourteenth Dalai Lama, who consecrated the site. It was reopened in 1992. A museum celebrating the life of <a href=""/biographies/view/Agvan-Dorjiev/TBRC_P1KG4195"">Agvan Dorjiev</a>, the Buryat monk-diplomat and close confidant of the <a href=""/biographies/view/Thirteenth-Dalai-Lama/TBRC_P197"">Thirteenth Dalai Lama</a>, was opened in 1999. Avgan Dorjiev received his early education at Atsagat, which was near his childhood home.&nbsp;</p>
",
1050.0,,,Benchok Ritro,ban cog ri khrod,བན་ཅོག་རི་ཁྲོད།,, ,Nyingma,Hermitage,,,,,,,,"<p>
	Benchok Ritro was a hermitage located in Dakpo in existence since around the turn of the twentieth century. The father of <a href=""/biographies/view/Botrul-Dongak-Tenpai-Nyima/TBRC_P743"">Botrul Dongak Tenpai Nyima</a>&nbsp;who was a tantric pracitioner was active at this site.&nbsp;</p>
",
1052.0,G358,,Kalapa,ka la pa ri khrod,ཀ་ལ་པ་རི་ཁྲོད།,, ,Jonang,Hermitage,,,,,,,,"<p>
	Kalapa Hermitage was established in the fourteenth century by the Jonang monk <a href=""/biographies/view/Puntsok-Pelzang/TBRC_P2413"">Puntsok Pelzang</a> in the Penyul region north of Lhasa.</p>
",
1055.0,,,Datsan Gunzechoinei,,,," Дацан Гунзэчойнэй, Дацан Гунзэчойнэй, ",Geluk,Monastery,1915.0,,,,,59.983473,30.255957,"<p>
	Datsan Gunzechoinei, a Geluk Buddhist temple located in St. Petersburg, Russia, was completed in 1915 (construction began in 1909). <a href=""/biographies/view/Agvan-Dorjiev/TBRC_P1KG4195"">Agvan Dorjiev</a>, the Russian-born Buryat diplomat and close confidant of the <a href=""/biographies/view/Thirteenth-Dalai-Lama/TBRC_P197"">Thirteenth Dalai Lama</a> spearheaded the construction of the Buddhist monastery and is considered its founder. Although the Russian Orthodox Church opposed construction, the Tsar approved the plan. The construction was sponsored by the Thirteenth Dalai Lama and the <a href=""/biographies/view/Eighth-Khalka-Jetsundampa/TBRC_P4945"">Eighth Khalkha Jetsundampa</a>, as well as by donations from Buryat and Kalmyk laity. Although the temple was badly damaged and liquidated of its religious objects during the purges, it was re-established as an active Buddhist community in the late 1980&#39;s. His Holiness the Fourteenth Dalai Lama visited Gunzechoinei in 1987.&nbsp;</p>
",
1066.0,G4166,,Tharpaling,brug yul thar pa gling,འབྲུག་ཡུལ་ཐར་པ་གླིང།,,Tharpaling ,Nyingma,Monastery,1352.0,,,,,27.530631,90.687253,"<p>
	Tharpaling is a Nyingma monastery in the Chume Valley of Bhutan that was initially founded as a Drukpa Kagyu monastery in the thirteenth century by <a href=""/biographies/view/Lorepa/TBRC_P4252"">Lorepa</a>. In 1352 <a href=""/biographies/view/-Longchenpa/TBRC_P1583"">Longchenpa</a> converted it to Nyingma. A vibrant center for Nyingma practice, the monastery established a monastic college in 1985.</p>
",
1068.0,G1AG82,,Chubar Hermitage,chu bar,ཆུ་བར།,,"Wenne Chubar, dben gnas chu bar , ",Geluk,Hermitage,,,,,,,,"<p>
	Chubar was a hermitage associated with <a href=""/geographies/view/Chamdo-Monastery/TBRC_g180"">Chamdo Monastery</a>&nbsp;in Kham. It was founded by the <a href=""/biographies/view/Fourth-Kondor-Tulku/TBRC_p2ag12"">Fourth Kondor Tulku</a> in the late nineteenth century.</p>
",
1072.0,G56,,Seula Chokhor Dorjeden,se'u la chos 'khor rdo rje ldan,སེའུ་ལ་ཆོས་འཁོར་རྡོ་རྗེ་ལྡན།,,Sela Gon; Sela Chonkhor Dorje Den ,Drukpa Kagyu,Monastery,1715.0,,,,,27.676971,89.839581,"<p>
	Seula Chokhor Dorjeden, a Drukpa Kagyu monastery located north of Punakha in Bhutan, was founded in 1715 by <a href=""/biographies/view/Jamgon-Ngawang-Gyeltsen/TBRC_P529"">Jamgon Ngawang Gyeltsen</a>, who became known as the First Seula Jamgon Tulku. This important incarnation line has its seat at Chokhor Dorje Den.&nbsp;</p>
",
1073.0,G2MS14672,,Māratika,mA ra ti ka,མཱ་ར་ཏི་ཀ།,,Maratika Chimey Takten Choling ,Nyingma,Monastery,,,,,,27.193971,86.634624,"<p>
	Māratika, a pilgrimage site comprised of a cave and a Nyingma monastery, is located in eastern Nepal. It is unclear when it became the site of pilgrims, although it is first mentioned in Buddhist literature in the twelfth century. It is revered as the site where <a href=""/biographies/view/Padmasambhava/TBRC_P4956"">Padmasambhava</a> and <a href=""/biographies/view/Mandāravā/TBRC_P00AG0428"">Mandāravā</a> experienced visions of Amitāyus. They engaged in long-life rituals, staying at the caves for three months. Currently, there is an active Nyingma monastery,&nbsp;Māratika Chime Takten Choling, at the site. It is the seat of the Māratika Lama. The cave is also revered by Hindus.</p>
",Q6755052
1087.0,G1KR1185,,Khapung,kha spungs,ཁ་སྤུངས།,卡崩寺,"kabeng si kafeng si, 卡堋寺 ",Bon,Nunnery,1928.0,,,,,31.776732,95.03726,"<p>
	Khapung, founded by the female Bonpo master&nbsp;<a href=""/biographies/view/Tsultrim-Wangmo/TBRC_P9306"">Tsultrim Wangmo</a>&nbsp;in 1928, is a Bonpo religious institution in the Gange region of Tengchen, Chamdo. The institution and its religious practices survived the Cultural Revolution. In recent times, Khapung was home to about twenty nuns who are supported by their families and locals requesting services.&nbsp;</p>
",
1095.0,G2JM240,,Tosam Norbu Lhunpo,thos bsam nor bu lhun po,ཐོས་བསམ་ནོར་བུ་ལྷུན་པོ།,, ,Nyingma,Monastic College,,,,,,,,"<p>
	Tosam Norbu Lhunpo is the monastic college at <a href=""/geographies/view/Pelyul-Monastery/TBRC_G18"">Pelyul Monastery</a>. It was established in 1922 by the <a href=""/biographies/view/Second-Penor-Rinpoche/TBRC_P7698"">Second Penor Rinpoche</a>, who invited <a href=""/biographies/view/Khenpo-Ngakchung/TBRC_P724"">Khenchen Ngakchung</a> to serve as its first abbot.</p>
",
1100.0,G478,,Tashi Gepel Ling,bkra shis dge 'phel,བཀྲ་ཤིས་དགེ་འཕེལ།,, ,Geluk,Hermitage,,,,,,,,"<p>
	Tashi Gepel was a Geluk hermitage in Tsang. <a href=""/biographies/view/Ngulchu-Dharmabhadra/TBRC_P289"">Ngulchu Dharmabhadra</a> trained there in the eighteenth century.</p>
",
1101.0,,,Lotsawa Lhakhang,lo tsA ba lha khang,ལོ་ཙཱ་བ་ལྷ་ཁང།,,Shangrong Lhakhang ,Drigung Kagyu,"Monastery, Temple",,True,,,,34.224131,77.169758,"<p>
	Lotsawa Lhakhang, originally a Drigung Kagyu temple located in Alchi, Ladakh, was likely founded in the thirteenth or fourteenth century. It contains intricate frescoes in the Pala style. In 2015, an extensive restoration to the external and internal features of the site was completed by the Tibet Heritage Fund.&nbsp;</p>
",
1102.0,G0LAT901,,Alchi Chokhor,a lci,ཨ་ལྕི།,,,"Drigung Kagyu, Geluk",Monastery,,,,,,34.223707,77.175222,"<p>
	Alchi is a monastery located in Alchi, Ladakh. Among the several Buddhist sites in the Alchi area, Alchi Chokhor is the oldest and most well known. Tradition records that it was founded by <a href=""/biographies/view/Rinchen-Zangpo/TBRC_P753"">Rinchen Zangpo</a>, however, it was likely founded later. The monastery is famous for its intricate wall murals. It is managed by <a href=""/geographies/view/Likir-Monastery/TBRC_TOL1103"">Likir Monastery</a>, a Geluk institution, although in prior centuries it functioned as a Drigung Kagyu monastery.</p>
",Q2790480
1103.0,G1KG24303,,Likir,klu 'khyil,ཀླུ་འཁྱིལ།,, ,Geluk,Monastery,1065.0,,,,,34.293158,77.215105,"<p>
	Likir, a monastery in Ladakh, was founded in 1065 by&nbsp;Lama Duwang Choje. It currently functions as a Geluk institution and houses the&nbsp;Central Institute of Buddhist Studies. It is the seat of the Ngari Rinpoche.&nbsp;</p>
",Q4261502
1110.0,G3898,,Rahor,ra hor,ར་ཧོར།,然哈寺,"Rahor Tashi Lungrik Chime Gatsel, brag hor dgon , ","Bon, Nyingma, Sakya",Monastery,,,,,10th,31.7,100.86667,"<p>
	Rahor was a Nyingma monastery in the Dranggo region of Kham. It was originally an old Bon institution that was possibly over a thousand years old. Later it was converted to Sakya and then much later Nyingma.&nbsp;</p>
",
1119.0,G2KT7,,Sorik Dropen Ling,gso rig 'gro phan gling,གསོ་རིག་འགྲོ་ཕན་གླིང་།,, ,Geluk,Monastery,,,,,,29.67575,91.04678,"<p>
	Sorik Dropen Ling was a medical school located in the western wing of the Drepung&nbsp;Ganden Podrang. It was founded by the <a href=""/biographies/view/Fifth-Dalai-Lama-/TBRC_P37"">Fifth Dalai Lama</a>&nbsp;around 1645. It closed shortly thereafter.</p>
",
1120.0,G00JR3006,,Buchu Lhakhang,bu chu lha khang,བུ་ཆུ་ལྷ་ཁང་།,,"Buchu Sergyi Lhakhang, kong po bu chu; kong yul bo chu thar legs , ","Geluk, Nyingma",Temple,,,,,,29.46032,94.39299,"<p>
	Buchu Lhakhang is a temple located in the Kongpo region. One of four border supressing temples founded by <a href=""/biographies/view/Songtsen-Gampo/TBRC_P8067"">Songtsen Gampo</a> in the seventh century, it was built to supress the supine demoness of Tibetan mythology. Originally associated with the Nyingma, most recently it functions as a Geluk institution, with several monks in residence at the site.&nbsp;</p>
",
1122.0,G2GS1265,,Drampagyang,ru gnon gram pa rgyang,རུ་གནོན་གྲམ་པ་རྒྱང།,, ,Nyingma,Temple,,,,,,29.1627,87.696,"<p>
	Drampa Gyang Lhakhang was founded in the seventh century by <a href=""/biographies/view/Songtsen-Gampo/TBRC_P8067"">Songtsen Gampo</a>&nbsp;as a district-controlling (ru gnon) temple. It suppresses the left hip of the supine demoness, the mythical personification of the Tibetan landscape. The site is currently largely in ruins, although at one time in contained an image of Vairocana.</p>
",
1128.0,G2KT9,,Sakya Mendrong,sa skya sman grong,ས་སྐྱ་སྨན་གྲོང།,, ,Sakya,Monastery,,,,,,,,"<p>
	Sakya Mendrong was an important school of medicine founded in the twefth century. It was presumably located near Sakya. The curriculum was was based on the Drangti medical tradition.</p>
",
1138.0,G2AG21,,Hangri Drubde,hang ri sgrub sde,ཧང་རི་སྒྲུབ་སྡེ།,, ,Geluk,Monastery,,,,,,,,"<p>
	Hangri Drubde was a monastery in Dapu established in the fifteenth century by <a href=""/biographies/view/Chopel-Zangpo/TBRC_p1ag20"">Chopel Zangpo</a> at the instruction of the <a href=""/biographies/view/First-Pakpa-Lha/TBRC_p427"">First Pakpa Lha</a>.</p>
",
1141.0,G1AG92,,Zhohong,zho 'ong,ཞོ་འོང་།,,", zho 'phong , ",Nyingma,Monastery,,,,,,35.59952,102.21921,"<p>
	Zhohong was a small community of tantric practitioners in Rebkong. <a href=""/biographies/view/Zhabkhar-Tsokdruk-Rangdrol/TBRC_P287"">Zhabkhar Tsokdruk Rangdrol</a>&nbsp;was born and spent his teenage years there.</p>
",
1143.0,G105,,Tosamling College,thos bsam gling grwa tshang,ཐོས་བསམ་གླིང་གྲྭ་ཚང།,,", bkra shis lhun po thos bsam gling grwa tshang , ",Geluk,Monastic College,,,,,,,,"<p>
	Tosamling was a dialectic college at <a href=""/geographies/view/Tashilhunpo-Monastery/TBRC_g104"">Tashilhunpo Monastery</a>.</p>
",
1145.0,G2876,,Paro Taktsang,spa gro stag tshang,སྤ་གྲོ་སྟག་ཚང།,, ,"Drigung Kagyu, Nyingma",Monastery,,,,,,27.49192,89.36333,"<p>
	Taktsang is one of the major pilgrimage sites of Bhutan. According to legend&nbsp;<a href=""/biographies/view/Padmasambhava/TBRC_P4956"">Padmasambhava</a>&nbsp;flew to the cliff-side site upon the back of a tigress, a manifestation of his consort&nbsp;<a href=""/biographies/view/Yeshe-Tsogyel/TBRC_P7695"">Yeshe Tsogyel</a>. It was developed as a temple complex in 1692 by the&nbsp;<a href=""/biographies/view/Fourth-Druk-Desi,-Tendzin-Rabgye/TBRC_p512"">Fourth Druk Desi, Tendzin Rabgye</a>. Over the centuries it has been a site of activity of many great teachers and practitioners, such as&nbsp;<a href=""/biographies/view/Milarepa/TBRC_p1853"">Milarepa</a>,&nbsp;<a href=""/biographies/view/Tangtong-Gyelpo/TBRC_P2778"">Tangtong Gyelpo</a>,&nbsp;<a href=""/biographies/view/Pema-Lingpa/TBRC_p1693"">Pema Lingpa</a>,&nbsp;<a href=""/biographies/view/Zhabdrung-Ngawang-Namgyel/TBRC_P509"">Zhabdrung Ngawang Namgyel</a>, and&nbsp;<a href=""/biographies/view/Dilgo-Khyentse/TBRC_p625"">Dilgo Khyentse</a>. It was damaged by fire in 1951, burned completely in 1995, and was rebuilt in 2005.</p>
",
1151.0,G2819,,Zangri Kangmar,zangs ri khang dmar,ཟངས་རི་ཁང་དམར།,卡玛当寺,"Zangri Khangmar; Zangri Kharmar; kamadang si; sangri kama si, ngom shod zangs ri mkhar dmar gyi phug , ",Zhije and Chod,Hermitage,,,,,11th,29.26926,92.0239,"<p>
	Zangri Kangmar was a meditation cave complex where <a href=""/biographies/view/Machik-Labdron/TBRC_P3312"">Machik Labdron</a> practiced and taught. Located to the east of the modern town of Zangri in central Tibet, it was an important site in the transmission of Chod and is now the site of an important pilgrimage destination containing a two-story temple with relics of Machik.</p>
",
1153.0,,,Serding,gser sding dgon,གསེར་སྡིང་དགོན།,, ,"Kadam, Sakya",Monastery,,,,,,,,"<p>
	Serding Monastery was a Sakya or Kadam institution in Tsang. It existed in the thirteenth century, when <a href=""/biographies/view/Jamyang-Gonpo/TBRC_P4253"">Jamyang Gonpo</a> took ordination there.</p>
",
1162.0,G1TD32,,Tachogang Lhakhang,rta mchog sgang lha khang,རྟ་མཆོག་སྒང་ལྷ་ཁང།,,Tachog Lhakhang ,Drukpa Kagyu,Temple,,,,,,27.33099,89.50398,"<p>
	Tachogang Lhakhang was built by <a href=""/biographies/view/Tangtong-Gyelpo/TBRC_P2778"">Tangtong Gyelpo</a> in the fifteenth century. The temple was likely constructed in 1420. While the Tibetan master was meditating here, he had a vision of an emanation of Avalokiteshvara and decided to built a temple as well as an iron suspension bridge at this location. Tachogang lies on the way from Paro to the capital Thimpu. A new temple at Tachogang was built in the seventeenth century by the Fourth Druk Desi <a href=""/biographies/view/Tendzin-Rabgye/TBRC_P512"">Tendzin Rabgye</a>,&nbsp;as the original was destroyed after it served as the main seat for the Five Groups of Lamas, a coalition of local leaders who had opposed the <a href=""/biographies/view/Zhabdrung-Ngawang-Namgyel/TBRC_P509"">Zhabdrung Ngawang Namgyel</a>.&nbsp;</p>
<p>
	&nbsp;</p>
",
1173.0,G2JM237,,Katok Shedra Norbu Lhunpo,kaH thog bshad grwa nor bu lhun po,ཀཿ་ཐོག་བཤད་གྲྭ་ནོར་བུ་ལྷུན་པོ།,,Shedrub Norbu Lhunpo ,Nyingma,Monastic College,1906.0,,,,,31.3168,98.94567,"<p>
	<a href=""/geographies/view/Shedrub-Norbu-Lhunpo/TBRC_G2JM237"">Shedrup Norbu Lhunpo</a>, a college of Katok Monastery, was founded in 1906 or 1907, by the&nbsp;<a href=""/biographies/view/Third-Katok-Situ,-Chokyi-Gyatso/TBRC_P706"">Third Katok Situ, Chokyi Gyatso</a>, who&nbsp;invited <a href=""/biographies/view/Kunzang-Pelden/TBRC_P6962"">Kunzang Pelden</a> to head the institution as its first abbot.&nbsp;<a href=""/biographies/view/Ju-Mipam-Gyatso/TBRC_P252"">Ju Mipam</a>&nbsp;also instructed him to take on this responsibility. Assisted by <a href=""/biographies/view/Khenpo-Ngawang-Pelzang/TBRC_P724"">Khenpo Ngawang Pelzang</a>, Kunzang Pelden served in this position for three years, establishing Shedrub Norbu Lhunpo as a center for Vajrayāna studies.</p>
",
1182.0,G519,,Gemang Ritro,dge mang ri khrod,དགེ་མང་རི་ཁྲོད།,, ,Nyingma,Hermitage,,,,,,,,"<p>
	Gemang is a Nyingma hermitage in the Dzachuka region of Kham. It is associated with <a href=""/geographies/view/Dzogchen-Monastery/TBRC_G16"">Dzogchen Monastery</a>.&nbsp;&nbsp;</p>
",
1185.0,G1TD35,G162,Gyelwa Sengge Ngaro Lhakhang,rgyal ba seng ge'i nga ro'i lha khang,རྒྱལ་བ་སེང་གེའི་ང་རོའི་ལྷ་ཁང་།,,Dedenling Sengge Ngaro ,Geluk,Temple,1809.0,,,19th,,35.19399,102.50572,"<p>
	Gyelwa Sengge Ngaro temple, also called Dedenling Sengge Ngaro, was built in 1809 within the <a href=""/geographies/view/Labrang-Tashikhyil-Monastery/TBRC_G162"">Labrang Tashikhyil Monastery</a> in Amdo by the Second Zamtsa Sertri, <a href=""/biographies/view/Lobzang-Jigme-Namkha/TBRC_P6899"">Lobzang Jigme Namkha</a>, in 1809. He constructed the temple at the recommendation of the Third Jamyang Zhepa, <a href=""/biographies/view/Lobzang-Tupten-Jigme-Gyatso/TBRC_P124"">Lobzang Tupten Jigme Gyatso</a>. The temple was dedicated to the Sukhavati buddafield and contained an enormous statue of Avalokiteshvara in the form of Simhanada.&nbsp;</p>
<p>
	&nbsp;</p>
",
